draw,chain,player_id,serve_period,region,mu_x,mu_y,tau_x,tau_y,rho,alpha,court,strategy
255,2,1,1,1,4.366531,3.6546198,1.2073453,0.63693737,0.30590518,3.8441599,Deuce,Wide
256,2,1,1,1,4.8486118,3.4908987,1.4269575,0.70424053,0.69196758,4.0409545,Deuce,Wide
257,2,1,1,1,4.8804639,3.6007026,1.2876131,0.73423209,0.54795439,4.0678629,Deuce,Wide
258,2,1,1,1,4.3519281,3.2459936,1.491595,0.75723198,0.76921287,3.7769159,Deuce,Wide
259,2,1,1,1,4.622004,3.6664157,1.2641858,0.72852788,0.25100709,3.8824638,Deuce,Wide
260,2,1,1,1,5.3448821,4.0035557,1.3332307,0.80149197,0.69811143,3.788961,Deuce,Wide
261,2,1,1,1,4.7966439,3.6679066,1.439666,0.83765709,0.68557064,3.8872199,Deuce,Wide
262,2,1,1,1,4.3162094,3.7135852,1.3817678,0.60709522,0.55813959,3.7064631,Deuce,Wide
263,2,1,1,1,4.6781319,3.4878669,1.1821655,0.7648965,0.72993551,4.0869211,Deuce,Wide
264,2,1,1,1,4.2224083,3.4534348,1.2859155,0.75937745,0.46108696,3.9774025,Deuce,Wide
265,2,1,1,1,4.2912967,3.3866209,1.4168153000000001,0.85044479,0.58681984,4.0389886,Deuce,Wide
266,2,1,1,1,4.6295925,3.367721,1.2127465,0.72914599,0.52936716,4.0292245,Deuce,Wide
267,2,1,1,1,4.7226254,3.417968,1.3490596,0.75549141,0.83174485,4.0139927,Deuce,Wide
268,2,1,1,1,5.1499516,3.66475,1.1577545,0.66217788,0.61250533,3.9154757,Deuce,Wide
269,2,1,1,1,4.1939173,3.4936516,1.4383922,0.7679826,0.72901876,3.7007263,Deuce,Wide
270,2,1,1,1,4.5884306,3.2805125,1.4076149,0.6057348,0.49164006,4.0420207,Deuce,Wide
271,2,1,1,1,4.7904687,3.5004302,1.2522303,0.75604455,0.61588017,3.8109346,Deuce,Wide
272,2,1,1,1,4.6187291,3.4873429,1.4575658,0.75313387,0.66906205,4.0713169,Deuce,Wide
273,2,1,1,1,4.72831,3.4540574,1.2073333,0.7348648,0.74766108,4.0032106,Deuce,Wide
274,2,1,1,1,4.7326248,3.688466,1.2748045,0.75738001,0.53536113,3.9476225,Deuce,Wide
275,2,1,1,1,4.8449077,3.6920899,1.2540315,0.70860183,0.64762046,4.0814779,Deuce,Wide
276,2,1,1,1,4.7980324,3.7214429,1.5170581,0.72798889,0.55500952,4.0863238,Deuce,Wide
277,2,1,1,1,4.2503672,3.7585357,1.4778615,0.68226088,0.24241155,4.0508696,Deuce,Wide
278,2,1,1,1,4.4266258,3.4884128,1.5909378,0.78334909,0.7203121,3.9548567,Deuce,Wide
279,2,1,1,1,4.8110203,3.6330595,1.1774619,0.68970752,0.54998852,3.956926,Deuce,Wide
280,2,1,1,1,4.3063908,3.5466131,1.3320962,0.93950931,0.55371717,4.0363238,Deuce,Wide
281,2,1,1,1,4.5885338,3.4424399,1.1436637,0.82832696,0.66591951,3.9535842,Deuce,Wide
282,2,1,1,1,4.5344634,3.8557598,1.5157358,0.69931837,0.50139148,3.9730265,Deuce,Wide
283,2,1,1,1,3.9730183,3.273114,1.4027203,0.80041435,0.65024714,4.0244433,Deuce,Wide
284,2,1,1,1,4.8156382,3.9533794,1.2462884,0.68713641,0.35786714,4.0192525,Deuce,Wide
285,2,1,1,1,4.5500857,3.8005729,1.3664738,0.81437002,0.61979312,4.0785702,Deuce,Wide
286,2,1,1,1,4.9933826,3.5954553,1.2757337,0.78237877,0.53227371,3.8509333,Deuce,Wide
287,2,1,1,1,4.3670017,3.671599,1.4566828,0.74153524,0.35366394,4.0722703,Deuce,Wide
288,2,1,1,1,4.567145,3.4539251,1.4574528,0.76973102,0.67435276,4.0688135,Deuce,Wide
289,2,1,1,1,4.3942437,3.4760117,1.6133021,0.64943534,0.4368534,4.0192928,Deuce,Wide
290,2,1,1,1,4.178496,3.0265174,1.308571,0.77796611,0.69921822,4.083923,Deuce,Wide
291,2,1,1,1,4.0538578,3.594613,1.3686906,0.63773687,0.47897109,3.3806411,Deuce,Wide
292,2,1,1,1,4.8587959,3.5018699,1.3506847,0.97436216,0.75451857,4.0111543,Deuce,Wide
293,2,1,1,1,4.6888531,3.3708084,1.2561515,0.80968203,0.39369805,3.8548759,Deuce,Wide
294,2,1,1,1,4.3966741,3.4561401,1.5511652,0.69432484,0.62131543,3.7612163,Deuce,Wide
295,2,1,1,1,4.6697337,3.7358255,1.2336773,0.7270406,0.57757251,4.0394479,Deuce,Wide
296,2,1,1,1,4.5294417,3.5104784,1.3563699,0.7182886,0.33115582,3.9323252,Deuce,Wide
297,2,1,1,1,5.0000644,3.6331404,1.578803,0.75901349,0.74207295,3.7526086,Deuce,Wide
298,2,1,1,1,4.5981089,3.1201411,1.2573092,0.68123009,0.61869793,3.9658274,Deuce,Wide
299,2,1,1,1,4.4440486,3.71365,1.2655045,0.85513187,0.40555504,4.0506484,Deuce,Wide
300,2,1,1,1,4.5695414,3.9828014,1.2030293,0.73140678,0.015380906,3.9414969,Deuce,Wide
301,2,1,1,1,4.8006488,3.6197825,1.379465,0.83890279,0.58356658,3.991443,Deuce,Wide
302,2,1,1,1,4.597018,3.4470983,1.443997,0.75277453,0.50545551,4.0476333,Deuce,Wide
303,2,1,1,1,4.5718828,3.3247255,1.3019992,0.66884259,0.68459918,3.9989003,Deuce,Wide
304,2,1,1,1,4.2617239,3.365666,1.2432983,0.7506071,0.518732,3.9843226,Deuce,Wide
305,2,1,1,1,4.8126339,3.5653309,1.2799295,0.7033884,0.69719347,4.1033578,Deuce,Wide
306,2,1,1,1,4.7620457,3.2246749,1.1641662,0.64698309,0.61817406,4.0868587,Deuce,Wide
307,2,1,1,1,4.829768,3.6580895,1.284257,0.83004182,0.60016692,4.0484679,Deuce,Wide
308,2,1,1,1,4.10338,3.250265,1.4861241,0.65662279,0.74533758,3.6846185,Deuce,Wide
309,2,1,1,1,5.2839568,3.6855344,1.3245627,0.81225212,0.6302322,4.022638,Deuce,Wide
310,2,1,1,1,4.3935004,3.307191,1.1754954,0.82260083,0.8398063,4.0756466,Deuce,Wide
311,2,1,1,1,4.5794798,3.4783808,1.3548578,0.72932098,0.49090062,4.0085224,Deuce,Wide
312,2,1,1,1,4.8749257,3.6181283,1.3894376,0.76732953,0.52664189,4.0331491,Deuce,Wide
313,2,1,1,1,4.6381962,3.7094152,1.2742897,0.78989592,0.70276999,4.0663002,Deuce,Wide
314,2,1,1,1,4.5888358,3.4002093,1.4940684,0.73442315,0.68487848,3.9088661,Deuce,Wide
315,2,1,1,1,4.5364089,3.38028,1.6318525,0.67032309,0.68082966,3.9219405,Deuce,Wide
316,2,1,1,1,4.6497792,3.5199143,1.3555452,0.63597797,0.64952216,3.6128483,Deuce,Wide
317,2,1,1,1,4.6006351,3.584699,1.4031908,0.90366278,0.81974307,4.0628205,Deuce,Wide
318,2,1,1,1,4.9103252,3.4730948,1.0946111,0.72365489,0.62000099,3.982094,Deuce,Wide
319,2,1,1,1,5.228745,3.7078357,1.3048391,0.70345142,0.58327856,3.9659111,Deuce,Wide
320,2,1,1,1,4.6262374,3.5573493,1.5833192,0.75010578000000006,0.50629807,3.7820302,Deuce,Wide
321,2,1,1,1,4.3701544,3.4670114,1.699684,0.67403936,0.46967472,4.0550426,Deuce,Wide
322,2,1,1,1,4.7091753,3.7168192,1.5887937,0.69860981,0.70982524,3.7501882,Deuce,Wide
323,2,1,1,1,4.5449988,3.4302335,1.2046171,0.72605365,0.62068776,3.8893112,Deuce,Wide
324,2,1,1,1,4.9704183,3.5199963,1.3884333,0.6536939,0.46147835,3.9357227,Deuce,Wide
325,2,1,1,1,4.795752,3.5914886,1.5702768,0.73777813,0.43424786,4.0215308,Deuce,Wide
326,2,1,1,1,4.0803866,3.6160267,1.724758,0.69943957,0.27329601,3.7925198,Deuce,Wide
327,2,1,1,1,4.3499949,3.1788465,1.1733608,0.75796447,0.6730538,3.9215188,Deuce,Wide
328,2,1,1,1,4.2688417,3.4632272,1.6853003,0.71621934,0.44155797,3.94181,Deuce,Wide
329,2,1,1,1,4.5775859,3.3995234,1.2435416,0.70596234,0.64474006,3.4840319,Deuce,Wide
330,2,1,1,1,4.4177319,3.4205666,1.3292577,0.87723047,0.80535478,4.0455861,Deuce,Wide
331,2,1,1,1,4.4338552,3.3106326,1.3195846,0.72729884,0.6316636,4.0540998,Deuce,Wide
332,2,1,1,1,4.5751881,3.5964784,1.2950105,0.80472475,0.4389743,3.7674342,Deuce,Wide
333,2,1,1,1,4.4859162,3.7925197,1.2540265,0.70950144,0.43741718,3.7829993,Deuce,Wide
334,2,1,1,1,4.6506314,3.6950379,1.500541,0.79331287,0.38686343,4.0830009,Deuce,Wide
335,2,1,1,1,4.8442396,3.7457101,1.2142781,0.75775765,0.58754558,4.1014605,Deuce,Wide
336,2,1,1,1,4.7966133,3.6114697,1.3206463,0.77265468,0.65685423,4.0789536,Deuce,Wide
337,2,1,1,1,4.6993302,3.3993253,1.2412048,0.66464312,0.20958798,4.0246941,Deuce,Wide
338,2,1,1,1,4.7669228,3.5816437,1.2141952,1.0065533,0.50674829,3.9422207,Deuce,Wide
339,2,1,1,1,4.8047321,3.5101474,1.2900372,0.61012143,0.66896752,3.834419,Deuce,Wide
340,2,1,1,1,4.3991437,3.5877007,1.3643341,0.72176277,0.44273228,4.0388781,Deuce,Wide
341,2,1,1,1,4.751082,3.3255492,1.5360355,0.77539692,0.66225147,3.4598565,Deuce,Wide
342,2,1,1,1,4.743681,3.500631,1.4163272,0.9118763,0.80059657,4.053191,Deuce,Wide
343,2,1,1,1,4.2826133,3.232278,1.2756919,0.72264937,0.79221227,4.0346803,Deuce,Wide
344,2,1,1,1,4.5576618,3.2880954,1.2576335,0.87245893,0.59904352,3.8142312,Deuce,Wide
345,2,1,1,1,4.6024287,3.653095,1.5191451,0.71928281,0.48296572,3.9485759,Deuce,Wide
346,2,1,1,1,4.7589758,3.9813464,1.1826956,0.77209762,0.48319535,3.9255754,Deuce,Wide
347,2,1,1,1,5.098894,3.7847901,1.1034318,0.7650464,0.58433167,3.9386182,Deuce,Wide
348,2,1,1,1,5.0127322,3.6391542,1.4013734,0.80134807,0.75696085,4.0480075,Deuce,Wide
349,2,1,1,1,4.6232783,3.5151162,1.3138352,0.77918945,0.80853582,4.0532423,Deuce,Wide
350,2,1,1,1,4.7742286,3.6379759,1.3133969,0.76930672,0.35621472,3.9210732,Deuce,Wide
351,2,1,1,1,4.6081844,3.1991778,1.3236561,0.78065156,0.71521149,4.0997736,Deuce,Wide
352,2,1,1,1,4.6945507,3.6654791,1.2923297,0.76848908,0.5600591,4.0983042,Deuce,Wide
353,2,1,1,1,4.3327767,3.6054305,1.3385815,0.67027134,0.65894471,3.9035055,Deuce,Wide
354,2,1,1,1,3.6234033,3.2337778,1.3538327000000001,0.64707657,0.39788163,3.7822293,Deuce,Wide
355,2,1,1,1,4.4574836,3.5354386,1.3556763,0.64621156,0.57549035,3.94867,Deuce,Wide
356,2,1,1,1,4.9072826,3.7564547,1.1812566,0.79342579,0.2096856,4.0626003,Deuce,Wide
357,2,1,1,1,4.4031988,3.2888206,1.2921498,0.66302901,0.42601795,3.5619859,Deuce,Wide
358,2,1,1,1,4.908923,3.627416,1.4295274,0.59431595,0.5233397,3.7104198,Deuce,Wide
359,2,1,1,1,4.7974371,3.6707934,1.5069935,0.79960614,0.17011307,3.8516115,Deuce,Wide
360,2,1,1,1,4.6515456,3.2522553,1.3195904,0.78730797,0.69169305,4.0733843,Deuce,Wide
361,2,1,1,1,4.6002435,3.7676506,1.192201,0.67849915,0.19991397,4.0270902,Deuce,Wide
362,2,1,1,1,4.6145381,3.5438176,1.5692508,0.65322945,0.61782244,4.0323705,Deuce,Wide
363,2,1,1,1,4.2129118,3.6330541,1.4756954,0.74836953,0.52055776,3.869741,Deuce,Wide
364,2,1,1,1,4.8191832,3.6597426,1.3911765,0.67994006,0.41461575,4.1076159,Deuce,Wide
365,2,1,1,1,4.9614199,3.5760772,1.5342918,0.80806936,0.52472755,3.5195025,Deuce,Wide
366,2,1,1,1,4.6853017,3.5848514,1.1547464,0.7026391,0.52935445,4.0982844,Deuce,Wide
367,2,1,1,1,4.0804971,3.5359983,1.5467846,0.90017574,0.70130294,3.8133566,Deuce,Wide
368,2,1,1,1,4.731052,3.7599275,1.14492,0.8195124,0.56596157,4.1054548,Deuce,Wide
369,2,1,1,1,4.799985,3.6136611,1.3724975,0.72201818,0.57669632,4.1089836,Deuce,Wide
370,2,1,1,1,4.6099778,3.6745783,1.3381125,0.69828012,0.49680732,3.9110662,Deuce,Wide
371,2,1,1,1,4.4042071,3.2449148,1.1329045,0.70259189,0.58131267,3.9876783,Deuce,Wide
372,2,1,1,1,4.3625039,3.5581044,1.3944555,0.71742194,0.44506267,4.1029622,Deuce,Wide
373,2,1,1,1,3.9874318,3.5147747,1.3921044,0.71478469,0.43291771,3.9240591,Deuce,Wide
374,2,1,1,1,4.4435807,3.4113733,1.1484871,0.67693011,0.39043155,3.7803439,Deuce,Wide
375,2,1,1,1,4.7413434,3.3690879,1.2299239,0.56735366,0.47670245,4.0516584,Deuce,Wide
376,2,1,1,1,4.6312445,3.8988075,1.3465724,0.62418737,0.47385644,3.8708669000000002,Deuce,Wide
377,2,1,1,1,4.5200979,3.430054,1.3214163,0.7834326,0.59873998,4.0329598,Deuce,Wide
378,2,1,1,1,4.8158145,3.5930091,1.4093705,0.72023759,0.67319019,4.0689974,Deuce,Wide
379,2,1,1,1,4.8720253,3.3837366,1.4941637,0.76810897,0.7657972,4.0892928,Deuce,Wide
380,2,1,1,1,4.4142815,3.6370103,1.4577718,0.66228162,0.55702027,4.0455767,Deuce,Wide
381,2,1,1,1,4.2085711,3.4575013,1.5090537,0.74517917,0.60907412,4.0155093,Deuce,Wide
382,2,1,1,1,4.6587106,3.4974839,1.2157893,0.70913291,0.65817002,4.0778379,Deuce,Wide
383,2,1,1,1,4.48551,3.6276951,1.2976838,0.70614668,0.41736527,4.0685968,Deuce,Wide
384,2,1,1,1,4.6222155,3.7437522,1.40114,0.73454127,0.72964343,3.8751745,Deuce,Wide
385,2,1,1,1,4.4719508,3.4157211,1.2181875,0.806627,0.71125964,4.0786243,Deuce,Wide
386,2,1,1,1,4.9020387,3.5260194,1.1886534,0.83877717,0.62801538,4.103113,Deuce,Wide
387,2,1,1,1,4.9399167,3.9775385,1.8344275,0.69501787,0.26330703,3.8780195,Deuce,Wide
388,2,1,1,1,4.587318,3.5465553,1.3386514,0.73112389,0.55283065,4.0422386,Deuce,Wide
389,2,1,1,1,5.0094496,3.4680489,1.2877021,0.65386963,0.62735161,4.061676,Deuce,Wide
390,2,1,1,1,4.4899079,3.3658567,1.1083547,0.77199415,0.5331327,3.9445772,Deuce,Wide
391,2,1,1,1,4.4900538,3.7047793,1.2898953,0.75411057,0.52875699,3.9976818,Deuce,Wide
392,2,1,1,1,4.5726258,3.4548568,1.4611854,0.62600456,0.61695236,4.0918347,Deuce,Wide
393,2,1,1,1,5.0300027,3.9324288,1.3225589,0.76771012,0.52928491,4.0521274,Deuce,Wide
394,2,1,1,1,4.6786382,3.6649782,1.2118418,0.74404367,0.43973949,3.9326458,Deuce,Wide
395,2,1,1,1,4.3130269,3.5336559,1.5082554,0.71606786,0.60035686,4.0341027,Deuce,Wide
396,2,1,1,1,4.6910592,3.472427,1.2433172,0.81737253,0.61544485,3.8134226,Deuce,Wide
397,2,1,1,1,4.4803674000000004,3.3133684,1.1498043,0.84302177,0.56489633,4.0397264,Deuce,Wide
398,2,1,1,1,5.1592068,3.6114758,1.2452792,0.69676634,0.70376109,4.075745,Deuce,Wide
399,2,1,1,1,4.5664011,3.5940986,1.3153268,0.80917294,0.53567917,4.0602086,Deuce,Wide
400,2,1,1,1,4.78423,3.7923738,1.4750837,0.73428739,0.70508793,3.8130432,Deuce,Wide
401,2,1,1,1,4.9416137000000004,3.7113054,1.4288196,0.71973206,0.6433084,3.9091193,Deuce,Wide
402,2,1,1,1,4.6876422,3.3598455,1.323283,0.82691099,0.84828201,4.0344755,Deuce,Wide
403,2,1,1,1,5.2503887,3.6755362,1.4040593,0.75450669,0.64313768,3.9610942,Deuce,Wide
404,2,1,1,1,4.908105,3.2982242,1.3577961,0.71578128,0.72467168,4.0988055,Deuce,Wide
405,2,1,1,1,5.0487629,3.7404024,1.3405477,0.85311347,0.67096129,3.6051568,Deuce,Wide
406,2,1,1,1,4.1566446,3.4026277,1.4967652,0.7280244,0.55420214,4.0033934,Deuce,Wide
407,2,1,1,1,4.9309533,3.6199428,1.4181158,0.73024391,0.61174528,4.1070061,Deuce,Wide
408,2,1,1,1,4.0631167,3.5824154,1.2912848,0.60185327,0.40836388,3.7369354,Deuce,Wide
409,2,1,1,1,4.6142065,3.4429932,1.3190993,0.72125173,0.52528467,3.834576,Deuce,Wide
410,2,1,1,1,4.7516843,3.1897906,1.3349253,0.89014601,0.60732991,3.9008027,Deuce,Wide
411,2,1,1,1,4.9753588,3.7381311,1.2424376,0.80698664,0.22798702,3.9919868,Deuce,Wide
412,2,1,1,1,4.5985309,3.779185,1.259634,0.76863235,0.46870953,4.0977059,Deuce,Wide
413,2,1,1,1,4.5760208,3.5348568,1.7005729,0.72069306,0.39977922,4.054372,Deuce,Wide
414,2,1,1,1,4.8168444,3.4294437,1.1872384,0.6390737,0.1631946,4.0786781,Deuce,Wide
415,2,1,1,1,4.8312019,3.6286721,1.0721795,0.78936942,0.70929282,3.8761348,Deuce,Wide
416,2,1,1,1,4.7954315,3.6722234,1.2371743,0.79380547,0.46535414,4.0875288,Deuce,Wide
417,2,1,1,1,4.4143757,3.4681939,1.4104106,0.79698206,0.60368098,4.0975142,Deuce,Wide
418,2,1,1,1,4.9251426,3.7456918,1.2964994,0.72442846,0.29510333,4.0498074,Deuce,Wide
419,2,1,1,1,4.293222,3.2003844,1.2538041,0.79252379,0.70337215,3.9775994,Deuce,Wide
420,2,1,1,1,4.5728481,3.7106846,1.3697806,0.7690195,0.71987423,3.9894803,Deuce,Wide
421,2,1,1,1,4.9337748,3.6678258,1.1558341,0.91284405,0.78423947,4.0617476,Deuce,Wide
422,2,1,1,1,4.4376248,3.4058635,1.3391645,0.73360166,0.82585372,3.9464702,Deuce,Wide
423,2,1,1,1,4.4251786,3.4013604,1.1066258,0.70027743,0.75023709,4.0173362,Deuce,Wide
424,2,1,1,1,4.5384096,3.6941753,1.5407055,0.66179286,0.48638183,4.0569369,Deuce,Wide
425,2,1,1,1,4.6457413,3.5441132,1.1722932,0.80765819,0.63767605,4.0692055,Deuce,Wide
426,2,1,1,1,4.7672458,3.6536534,1.614964,0.6114487,0.32602643,4.0288147,Deuce,Wide
427,2,1,1,1,4.4415688,3.4752957,1.3979795,0.69483407,0.29399974,3.8940365,Deuce,Wide
428,2,1,1,1,4.7248378,3.7079902,1.1598655,0.71990401,0.47229929,4.0025832,Deuce,Wide
429,2,1,1,1,4.5830012,3.2881468,1.2599996,0.73559218,0.64478157,4.0484057,Deuce,Wide
430,2,1,1,1,3.7118755,3.0434503,1.573333,0.74960104,0.69973438,3.8522979,Deuce,Wide
431,2,1,1,1,4.8519982,3.8428143,1.2816374,0.78699001,0.44033397,3.7127778,Deuce,Wide
432,2,1,1,1,5.2689412,3.7467006,1.4966993,0.88584633,0.62303228,4.0767868,Deuce,Wide
433,2,1,1,1,4.7467878,3.6150934,1.4279539,0.78684408,0.75581618,3.7352536,Deuce,Wide
434,2,1,1,1,4.7104546,3.5643833,1.4420838,0.72766618,0.31831072,3.7973357,Deuce,Wide
435,2,1,1,1,4.7229766,3.7844515,1.2917192,0.81077212,0.51067645,3.6995181,Deuce,Wide
436,2,1,1,1,5.1073353,3.7220412,1.4596888,0.77141424,0.68443046,4.0237821,Deuce,Wide
437,2,1,1,1,4.9343592,3.6141049,1.4491245,0.70111033,0.63975616,3.9606735,Deuce,Wide
438,2,1,1,1,4.702945,3.4283023,1.3208546,0.76082786,0.62851153,3.3995305,Deuce,Wide
439,2,1,1,1,4.4382528,3.6967617,1.2024378,0.92843909,0.78647527,4.0323756,Deuce,Wide
440,2,1,1,1,4.8614254,3.617347,1.1874329,0.74015562,0.64718868,3.9568618,Deuce,Wide
441,2,1,1,1,4.9231982,3.5925335,1.2584221,0.71473533,0.63619763,3.7907317,Deuce,Wide
442,2,1,1,1,4.9878358,3.7288648,1.2704261,0.63421794,0.59748951,4.0361516,Deuce,Wide
443,2,1,1,1,4.6968325,3.6565237,1.3070416,0.75731028,0.44644901,3.947144,Deuce,Wide
444,2,1,1,1,5.420125,3.6154723,1.4445528,0.82074082,0.71442892,4.0872702,Deuce,Wide
445,2,1,1,1,4.3770335,3.4566258,1.2788701,0.70731001,0.61585012,3.6525179,Deuce,Wide
446,2,1,1,1,4.5410571,3.5340918,1.350328,0.8057085,0.63413645,3.9166695,Deuce,Wide
447,2,1,1,1,5.0819566,3.4881296,1.3642903,0.81207157,0.71713332,4.066251,Deuce,Wide
448,2,1,1,1,4.8736645,3.4886974,1.1291171,0.66405132,0.67631107,4.0099751,Deuce,Wide
449,2,1,1,1,4.3474642,3.5617148,1.4036851,0.67631327,0.21402118,3.8167018,Deuce,Wide
450,2,1,1,1,5.2988735,3.7756852,1.3237488,0.78389383,0.68856519,4.0393348,Deuce,Wide
451,2,1,1,1,4.5266358,3.6270398,1.5489428,0.78565048,0.64420224,3.5659652,Deuce,Wide
452,2,1,1,1,4.4331095,3.5053291,1.5158088,0.68109291,0.64111912,4.0899738,Deuce,Wide
453,2,1,1,1,4.4632095,3.2502458,1.4070511,0.64613905,0.5367875,4.0841386,Deuce,Wide
454,2,1,1,1,4.2396116,3.5510807,1.3801017,0.89237117,0.50794567,3.9445678,Deuce,Wide
455,2,1,1,1,4.4884644,3.5850839,1.3586175,0.62676381,0.52091769,3.8983805,Deuce,Wide
456,2,1,1,1,4.5004584,3.4882038,1.2100506,0.87191204,0.75415351,3.4789618,Deuce,Wide
457,2,1,1,1,4.847621,3.6990413,1.546185,0.74272883,0.64142661,4.0020647,Deuce,Wide
458,2,1,1,1,4.7157412,3.6712405,1.2870455,0.71926045,0.64170643,3.8589922,Deuce,Wide
459,2,1,1,1,4.7908138,3.2679225,1.4102577,0.7953301,0.62744254,4.0683235,Deuce,Wide
460,2,1,1,1,4.8978303,3.4920657,1.3170807,0.70864034,0.69525967,3.7768614,Deuce,Wide
461,2,1,1,1,5.2568296,3.8605909,1.1767753,0.78192901,0.52631468,3.9157831,Deuce,Wide
462,2,1,1,1,4.9259143,3.6518983,1.3538436,0.82028787,0.54506177,4.0065627,Deuce,Wide
463,2,1,1,1,4.6992063,3.5330103,1.1589697,0.75710289,0.67167293,3.6793597,Deuce,Wide
464,2,1,1,1,4.4584533,3.3469278,0.97438366,0.7623135,0.73760775,4.0031711,Deuce,Wide
465,2,1,1,1,5.0693054,3.6927798,0.92298953,0.66970365,0.43704215,4.0010798,Deuce,Wide
466,2,1,1,1,5.3234123,3.7740403,1.1690907,0.68187535,0.4359147,4.0571131,Deuce,Wide
467,2,1,1,1,4.5703463,3.4596483,1.3253506,0.65003005,0.67874803,3.8604448,Deuce,Wide
468,2,1,1,1,4.5177592,3.4138124,1.2905553,0.88913908,0.61376415,3.682663,Deuce,Wide
469,2,1,1,1,4.4911977,3.6743865000000002,1.4354477,0.71314568,0.63524128,3.9026906,Deuce,Wide
470,2,1,1,1,4.6906912,3.8227354,1.3133489,0.68352554,0.54326963,3.9611011,Deuce,Wide
471,2,1,1,1,4.7549723,3.5252482,1.2877155,0.7856033,0.39307106000000003,3.976173,Deuce,Wide
472,2,1,1,1,4.6568571,3.5311243,1.3862085,0.83104411,0.60733479,3.7400429,Deuce,Wide
473,2,1,1,1,4.5978983,3.3472463,1.285287,0.66815753,0.57632205,4.0084515,Deuce,Wide
474,2,1,1,1,4.7545329,3.4773171,1.3959938,0.69805687,0.46503905,4.0374084,Deuce,Wide
475,2,1,1,1,4.435119,3.645985,1.419704,0.72055033,0.5175748,3.8881274,Deuce,Wide
476,2,1,1,1,4.3861698,3.471512,1.3274743,0.69128638,0.53383868,3.9046614,Deuce,Wide
477,2,1,1,1,5.0309056,3.597644,1.3151814,0.68155392,0.20434802,3.842234,Deuce,Wide
478,2,1,1,1,4.5424348,3.810381,1.2729403,0.70341289,0.49954755,4.078936,Deuce,Wide
479,2,1,1,1,4.670992,3.4419244,1.362996,0.75225796,0.67433063,3.9023394,Deuce,Wide
480,2,1,1,1,4.7936628,3.5639873,1.3323621,0.81555437,0.32121889,3.9681654,Deuce,Wide
481,2,1,1,1,4.180961,3.4512085,1.4089445,0.75852695,0.57751025,4.0510281,Deuce,Wide
482,2,1,1,1,4.641596,3.4670856,1.3032713,0.76217908,0.51915145,3.9351696,Deuce,Wide
483,2,1,1,1,4.4459746000000004,3.7386113,1.3451021,0.70236223,0.52195929,3.6846887,Deuce,Wide
484,2,1,1,1,4.4171243,3.2296459,1.1617397,0.80135927,0.49239861,4.1054448,Deuce,Wide
485,2,1,1,1,4.8943293,3.6742547,1.4000726,0.72363424,0.75023942,3.9568298,Deuce,Wide
486,2,1,1,1,5.3499035,3.5099415,1.3726149,0.70922372,0.63939602,3.67674,Deuce,Wide
487,2,1,1,1,4.3173031,3.683813,1.3191969,0.76555603,0.4427752,4.0067112,Deuce,Wide
488,2,1,1,1,4.4371399,3.373861,1.3339539,0.68603872,0.55403174,4.0207171,Deuce,Wide
489,2,1,1,1,4.2870521,3.4515625,1.0759894,0.67243463,0.61300494,4.1039774,Deuce,Wide
490,2,1,1,1,4.2516257,3.3488974,1.2908898,0.72318057,0.72415483,3.8306512,Deuce,Wide
491,2,1,1,1,4.8756244,3.618951,1.2747707,0.69342701,0.43940998,4.0714442,Deuce,Wide
492,2,1,1,1,4.5850351,3.381822,1.0761953,0.6046074,0.44565343,4.0800037,Deuce,Wide
493,2,1,1,1,4.5956267,3.5636193,1.3697092,0.62478596,0.6986422,4.1004328,Deuce,Wide
494,2,1,1,1,4.4660978,3.2705056,1.3703744,0.73762466,0.42591456,3.7585253,Deuce,Wide
495,2,1,1,1,4.55335,3.354764,1.4674363,0.77446878,0.58003871,4.0504767,Deuce,Wide
496,2,1,1,1,4.8861393,3.5821582,1.586571,0.68129113,0.59104746,4.0495676,Deuce,Wide
497,2,1,1,1,4.7048147,3.9258148,1.4166724,0.79307909,0.46516295,3.982474,Deuce,Wide
498,2,1,1,1,4.1504627,3.4421239,1.4589206,0.73629916,0.55872297,4.0301298,Deuce,Wide
499,2,1,1,1,4.6542034,3.6723315,1.236786,0.62593321,0.26043985,3.9966538,Deuce,Wide
500,2,1,1,1,4.8857687,3.642263,1.2808404,0.68716016,0.66174538,3.956884,Deuce,Wide
501,3,1,1,1,4.9509484,3.5943988,1.2904289,0.66606444,0.55510565,4.0938332,Deuce,Wide
502,3,1,1,1,4.9985712,3.5678801,1.2271179,0.70490146,0.16194294,4.0013029,Deuce,Wide
503,3,1,1,1,4.5103442,3.6550018,1.3215405,0.74647739,0.73221024,4.070382,Deuce,Wide
504,3,1,1,1,4.8062777,3.8690226,1.1741181,0.70229795,0.50083285,3.9943075,Deuce,Wide
505,3,1,1,1,4.6610987,3.5962913,1.2389199,0.71550827,0.79657145,3.7098565,Deuce,Wide
506,3,1,1,1,5.4420908,3.8715965,1.4167032,0.697655,0.58344579,3.9822451,Deuce,Wide
507,3,1,1,1,4.8520829,3.3409996,1.3211908,0.75089474,0.73970124,4.0664268,Deuce,Wide
508,3,1,1,1,4.6976303,3.527558,1.4717142,0.82099334,0.61721013,4.0245305,Deuce,Wide
509,3,1,1,1,4.8864113,3.4867823,1.2447325,0.79914983,0.62494806,3.9921278,Deuce,Wide
